date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-09 03:40:01,andrew_yacht,,0,0,0,"I fill my brain with clorazepate.",,,,1236859257552805889,https://twitter.com/andrew_yacht/status/1236859257552805889
2020-03-08 12:39:52,andrew_yacht,,0,0,0,"I fill my soul with clorazepate.",,,,1236632728369496066,https://twitter.com/andrew_yacht/status/1236632728369496066
2020-03-07 04:11:12,tcaibun,,3,0,0,"If anyone has knowledge on medicine especially for depresssion please help me. I just took ""Clorazepate"" in the morning but my doctor told me to take it in the evening, so I took the wrong pill. I'm supposed to take Fluoxetine but now I don't date to do it. What's now? ",,,,1236142330647728128,https://twitter.com/tcaibun/status/1236142330647728128
2020-03-06 23:28:33,Clorazepate_,,0,0,1,"time adventure makes me cry",,,,1236071196829061123,https://twitter.com/Clorazepate_/status/1236071196829061123
2020-03-03 13:50:41,RAVIPRA56940045,surbhi_s_k,0,0,0,"The company offers formulations in various therapeutic areas, as cardiology, psychiatry, neurology, gastroenterology and diabetology. It also provides APIs such as warfarin, carbamazepine, etodolac, and clorazepate, as well as anti-cancers, steroids, peptides, sex hormones, contr",,,,1234838609544515584,https://twitter.com/RAVIPRA56940045/status/1234838609544515584
2020-03-01 11:59:18,SickAnimalBot,,0,0,0,"This silver fox needs Clorazepate Dipotassium!",,,,1234085805158735872,https://twitter.com/SickAnimalBot/status/1234085805158735872
2020-02-28 01:10:06,reviewvlog,,0,0,0,"How To Get Treatment For Clorazepate Addiction ",,,,1233197651065278466,https://twitter.com/reviewvlog/status/1233197651065278466
2020-02-24 18:39:46,andrew_yacht,,0,0,1,"I fill my brain with clorazepate.",,,,1232012257481183232,https://twitter.com/andrew_yacht/status/1232012257481183232
2020-02-22 12:38:56,andrew_yacht,,0,0,0,"I fill my brain with clorazepate.",,,,1231196676670533633,https://twitter.com/andrew_yacht/status/1231196676670533633
2020-02-22 02:47:40,SickAnimalBot,,0,0,0,"This moose needs Clorazepate Dipotassium!",,,,1231047879785091072,https://twitter.com/SickAnimalBot/status/1231047879785091072
2020-02-20 09:39:45,andrew_yacht,,0,0,0,"I fill my emptiness with clorazepate.",,,,1230426806228000769,https://twitter.com/andrew_yacht/status/1230426806228000769
